Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,Instructor ,Date (MM DD),Location,Attribute
NR,13251,CSCE,691,629,CS,1 23 2018,RESEARCH ,NA,TBA,20,8,12,Rabinarayan Mahapatra (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13252,CSCE,691,630,CS,1 23 2018,RESEARCH ,NA,TBA,15,6,9,Yoonsuck Choe (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13253,CSCE,691,631,CS,1 23 2018,RESEARCH ,NA,TBA,10,4,6,Anxiao Jiang (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,25308,CSCE,691,632,CS,1 23 2018,RESEARCH ,NA,TBA,5,4,1,Dilma Da Silva (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13254,CSCE,691,633,CS,1 23 2018,RESEARCH ,NA,TBA,25,11,14,Nancy Amato (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13255,CSCE,691,634,CS,1 23 2018,RESEARCH ,NA,TBA,10,9,1,Zhangyang Wang (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13256,CSCE,691,635,CS,1 23 2018,RESEARCH ,NA,TBA,10,2,8,Jennifer Welch (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13257,CSCE,691,636,CS,1 23 2018,RESEARCH ,NA,TBA,25,12,13,Tracy Hammond (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13258,CSCE,691,638,CS,1 23 2018,RESEARCH ,NA,TBA,10,1,9,Riccardo Bettati (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13259,CSCE,691,639,CS,1 23 2018,RESEARCH ,NA,TBA,10,4,6,Shinjiro Sueda (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13260,CSCE,691,640,CS,1 23 2018,RESEARCH ,NA,TBA,10,4,6,Frank Shipman (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13261,CSCE,691,641,CS,1 23 2018,RESEARCH ,NA,TBA,10,3,7,Thomas Ioerger (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13262,CSCE,691,642,CS,1 23 2018,RESEARCH ,NA,TBA,13,4,9,Lawrence Rauchwerger (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13264,CSCE,691,644,CS,1 23 2018,RESEARCH ,NA,TBA,15,7,8,Guofei Gu (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13263,CSCE,691,645,CS,1 23 2018,RESEARCH ,NA,TBA,15,13,2,James Caverlee (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13265,CSCE,691,646,CS,1 23 2018,RESEARCH ,NA,TBA,10,9,1,Dylan A. Shell (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
C,18232,CSCE,691,647,CS,1 23 2018,RESEARCH ,NA,TBA,2,2,0,Hye to Chung Kum (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,25614,CSCE,691,648,CS,1 23 2018,RESEARCH ,NA,TBA,8,2,6,Roozbeh Jafari (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,22957,CSCE,691,650,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,5,1,4,Frank Shipman (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,32324,CSCE,691,651,CS,1 23 2018,RESEARCH ,NA,TBA,5,4,1,Bobak Mortazavi (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
C,13098,CSCE,691,653,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,1,1,0,Andrew Kerne (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,23056,CSCE,691,656,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,3,1,2,Lawrence Rauchwerger (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,20369,CSCE,691,667,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,1,0,1,Jaakko Jarvi (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,23165,CSCE,691,672,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,3,1,2,Shaoming Huang (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13103,CSCE,691,683,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,4,1,3,Nancy Amato (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
C,18028,CSCE,691,686,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,1,1,0,Tracy Hammond (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,14613,CSCE,691,695,CS,1 23 2018,RESEARCH ,NA,TBA,5,1,4,James Caverlee (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,29482,CSCE,691,698,CS,1 23 2018,RESEARCH ,NA,TBA,2,1,1,Nicholas G. Duffield (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,30355,VIZA,613,600,CS,4,3D MODELING & ANIMATN (Syllabus) ,TR,02:20 pm to 03:35 pm,15,7,8,Andre Thomas (P),01\17 to 05\08,ARCC 109A,NA
NR,30355,VIZA,613,600,CS,4,3D MODELING & ANIMATN (Syllabus) ,TR,03:36 pm to 04:25 pm,15,7,8,Andre Thomas,01\17 to 05\08,ARCC 109A,NA
NR,31591,VIZA,616,600,CS,3,RENDERING & SHADING (Syllabus) ,MW,10:20 am to 11:10 am,20,11,9,Ann McNamara (P),01\17 to 05\08,ARCC 205,NA
NR,31591,VIZA,616,600,CS,3,RENDERING & SHADING (Syllabus) ,MW,11:11 am to 12:00 pm,20,11,9,Ann McNamara,01\17 to 05\08,ARCC 205,NA
NR,30243,VIZA,617,600,CS,4,ADV ANIMATION (Syllabus) ,MW,05:45 pm to 06:35 pm,20,11,9,Frederic Parke (P),01\17 to 05\08,ARCC 414,3peat Exclusion
NR,30243,VIZA,617,600,CS,4,ADV ANIMATION (Syllabus) ,MW,06:36 pm to 08:15 pm,20,11,9,Frederic Parke,01\17 to 05\08,ARCC 414,3peat Exclusion
NR,17671,VIZA,618,600,CS,3,FACIAL MODEL & ANIMATION (Syllabus) ,MW,12:40 pm to 01:30 pm,20,6,14,Frederic Parke (P),01\17 to 05\08,ARCC 414,NA
NR,17671,VIZA,618,600,CS,3,FACIAL MODEL & ANIMATION (Syllabus) ,MW,01:30 pm to 02:20 pm,20,6,14,Frederic Parke (P),01\17 to 05\08,ARCC 414,NA
NR,22340,VIZA,625,600,CS,3,MULTIMEDIA WEB DESIGN (Syllabus) ,TR,09:35 am to 10:25 am,15,8,7,Sherman S. Finch (P),01\17 to 05\08,ARCC 414,NA
NR,22340,VIZA,625,600,CS,3,MULTIMEDIA WEB DESIGN (Syllabus) ,TR,10:26 am to 11:15 am,15,8,7,Sherman S. Finch,01\17 to 05\08,ARCC 414,NA
NR,17399,VIZA,631,600,CS,4,CONTEMP ART STDIO SEM II (Syllabus) ,MW,04:10 pm to 05:00 pm,10,4,6,Susanne C. Bieber (P),01\17 to 05\08,TBA,NA
NR,17399,VIZA,631,600,CS,4,CONTEMP ART STDIO SEM II (Syllabus) ,MW,05:01 pm to 06:40 pm,10,4,6,Susanne C. Bieber,01\17 to 05\08,TBA,NA
NR,23700,VIZA,647,600,CS,3,COLOR PHOTOGRAPHY (Syllabus) ,MW,12:40 pm to 01:05 pm,18,8,10,Krista S. Finch (P),01\17 to 05\08,RDMC 002,3peat Exclusion
NR,23700,VIZA,647,600,CS,3,COLOR PHOTOGRAPHY (Syllabus) ,MW,01:06 pm to 02:45 pm,18,8,10,Krista S. Finch,01\17 to 05\08,RDMC 002,3peat Exclusion
NR,12145,VIZA,656,600,CS,4,IMAGE SYNTHESIS (Syllabus) ,MW,08:00 am to 09:15 am,20,9,11,Ergun Akleman,01\17 to 05\08,ARCC 414,NA
NR,12145,VIZA,656,600,CS,4,IMAGE SYNTHESIS (Syllabus) ,MW,09:16 am to 10:05 am,20,9,11,Ergun Akleman (P),01\17 to 05\08,ARCC 414,NA
NR,30244,VIZA,657,600,CS,3,COMPUTER AIDED SCULPTING (Syllabus) ,MW,10:20 am to 11:10 am,10,7,3,Ergun Akleman (P),01\17 to 05\08,ARCC 414,NA
NR,30244,VIZA,657,600,CS,3,COMPUTER AIDED SCULPTING (Syllabus) ,MW,11:11 am to 12:25 pm,10,7,3,Ergun Akleman,01\17 to 05\08,ARCC 414,NA
NR,31965,VIZA,679,600,CS,3,ADV TPS PHYS BASED MODEL (Syllabus) ,TR,02:20 pm to 03:10 pm,15,11,4,Jerry Tessendorf (P),01\17 to 05\08,ARCC 414,3peat Exclusion
NR,31965,VIZA,679,600,CS,3,ADV TPS PHYS BASED MODEL (Syllabus) ,TR,03:11 pm to 04:00 pm,15,11,4,Jerry Tessendorf,01\17 to 05\08,ARCC 414,3peat Exclusion
NR,17408,VIZA,680,600,CS,4,PROF PRACTICE IN VISUAL (Syllabus) ,MW,01:50 pm to 02:40 pm,10,6,4,Felice L. House (P),01\17 to 05\08,ARCC 429,NA
NR,17408,VIZA,680,600,CS,4,PROF PRACTICE IN VISUAL (Syllabus) ,MW,02:41 pm to 03:30 pm,10,6,4,Felice L. House,01\17 to 05\08,ARCC 429,NA
C,13317,VIZA,685,601,CS,1 6 2018,DIRECTED STUDIES (Syllabus) ,NA,TBA,0,1, to 1,Jinsil Seo (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,17993,VIZA,685,602,CS,1 6 2018,DIRECTED STUDIES ,NA,TBA,0,4, to 4,Richard Davison (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,20341,VIZA,685,603,CS,1 6 2018,DIRECTED STUDIES ,NA,TBA,0,1, to 1,Carol Lafayette (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,22928,VIZA,685,604,CS,1 6 2018,DIRECTED STUDIES ,NA,TBA,0,1, to 1,Ann McNamara (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,25407,VIZA,685,605,CS,1 6 2018,DIRECTED STUDIES ,NA,TBA,0,1, to 1,Stephen Caffey (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,13319,VIZA,685,607,CS,1 6 2018,DIRECTED STUDIES (Syllabus) ,NA,TBA,0,2, to 2,Howard Eilers (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,18594,VIZA,685,608,CS,1 6 2018,DIRECTED STUDIES ,NA,TBA,0,1, to 1,Jerry Tessendorf (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,33496,VIZA,685,610,CS,1 6 2018,DIRECTED STUDIES ,NA,TBA,0,1, to 1,"Felice L. House (P), Francis K. Quek",01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,33497,VIZA,685,611,CS,1 6 2018,DIRECTED STUDIES ,NA,TBA,0,0,0,Francis K. Quek (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,13310,VIZA,685,613,CS,1 6 2018,DIRECTED STUDIES ,NA,TBA,0,1, to 1,Louis Tassinary (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,13945,VIZA,685,618,CS,1 6 2018,DIRECTED STUDIES ,NA,TBA,0,0,0,Nathan C. Madrid (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,16575,VIZA,685,620,CS,1 6 2018,DIRECTED STUDIES ,NA,TBA,0,1, to 1,Laurie J. Lisonbee (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,16297,VIZA,685,650,CS,1 6 2018,DIRECTED STUDIES: IN to AB ,NA,TBA,0,1, to 1,Sharon Lynn Chu Yew Yee (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion
C,23124,VIZA,685,652,CS,1 6 2018,DIRECTED STUDIES: IN to AB ,NA,TBA,0,1, to 1,Ergun Akleman (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion
C,30522,VIZA,689,600,CS,3,SPTP: DATA VISUALIZATION (Syllabus) ,TR,02:20 pm to 03:35 pm,10,8,2,Eric D. Ragan (P),01\17 to 05\08,ARCC 305,NonTraditional Format Exclude and 3peat Exclusion
NR,32660,VIZA,689,601,CS,3,SPTP: COMP to HUMAN INTERACTION(Syllabus) ,TR,05:30 pm to 06:45 pm,10,3,7,Francis K. Quek (P),01\17 to 05\08,ARCC 207,NonTraditional Format Exclude and 3peat Exclusion
C,13316,VIZA,691,600,CS,1 23 2018,RESEARCH ,NA,TBA,0,6, to 6,Ergun Akleman (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,15092,VIZA,691,602,CS,1 23 2018,RESEARCH ,NA,TBA,0,1, to 1,Richard Davison (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
C,23017,VIZA,691,603,CS,1 23 2018,RESEARCH ,NA,TBA,0,1, to 1,Sherman S. Finch (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
C,25745,VIZA,691,605,CS,1 23 2018,RESEARCH ,NA,TBA,0,1, to 1,Carol Lafayette (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,25892,VIZA,691,606,CS,1 23 2018,RESEARCH ,NA,TBA,0,4, to 4,Eric D. Ragan (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,13305,VIZA,691,609,CS,1 23 2018,RESEARCH ,NA,TBA,0,3, to 3,Timothy D. McLaughlin (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,25924,VIZA,691,612,CS,1 23 2018,RESEARCH ,NA,TBA,0,4, to 4,Sharon Lynn Chu Yew Yee (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,15725,VIZA,691,613,CS,1 23 2018,RESEARCH ,NA,TBA,0,2, to 2,Jinsil Seo (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,13311,VIZA,691,614,CS,1 23 2018,RESEARCH ,NA,TBA,0,1, to 1,Louis Tassinary (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
C,13332,VIZA,691,650,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,0,4, to 4,Ergun Akleman (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,22854,VIZA,691,651,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,0,1, to 1,Carol Lafayette (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,13336,VIZA,691,657,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,0,1, to 1,Sharon Lynn Chu Yew Yee (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
C,13306,VIZA,691,659,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,0,3, to 3,Timothy D. McLaughlin (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,15062,VIZA,691,660,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,0,4, to 4,Ann McNamara (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,13309,VIZA,691,661,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,0,1, to 1,Frederic Parke (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,20495,VIZA,691,664,CS,1 23 2018,RESEARCH: IN to AB ,NA,TBA,0,1, to 1,Eric D. Ragan (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and Research and 3peat Exclusion and YIRS
C,17979,VIZA,693,600,CS,1 9 2018,PROFESSIONAL STUDY ,NA,TBA,0,1, to 1,Stephen Caffey (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,17981,VIZA,693,602,CS,1 9 2018,PROFESSIONAL STUDY ,NA,TBA,0,3, to 3,Richard Davison (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,25598,VIZA,693,603,CS,1 9 2018,PROFESSIONAL STUDY (Syllabus) ,NA,TBA,0,4, to 4,Felice L. House (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and Capstone and Research and 3peat Exclusion
C,17983,VIZA,693,607,CS,1 9 2018,PROFESSIONAL STUDY ,NA,TBA,0,1, to 1,Carol Lafayette (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and Capstone and Research and 3peat Exclusion
C,17985,VIZA,693,610,CS,1 9 2018,PROFESSIONAL STUDY ,NA,TBA,0,1, to 1,Ann McNamara (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,17987,VIZA,693,613,CS,1 9 2018,PROFESSIONAL STUDY ,NA,TBA,0,2, to 2,Jinsil Seo (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,17988,VIZA,693,614,CS,1 9 2018,PROFESSIONAL STUDY ,NA,TBA,0,1, to 1,Krista S. Finch (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion
C,17989,VIZA,693,617,CS,1 9 2018,PROFESSIONAL STUDY ,NA,TBA,0,2, to 2,Susanne C. Bieber (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and Capstone and Research and 3peat Exclusion
C,20449,VIZA,693,650,CS,1 9 2018,PROFESSIONAL STUDY: IN to AB ,NA,TBA,0,2, to 2,Carol Lafayette (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion
C,23217,VIZA,693,651,CS,1 9 2018,PROFESSIONAL STUDY: IN to AB ,NA,TBA,0,1, to 1,Stephen Caffey (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion
C,19816,VIZA,693,653,CS,1 9 2018,PROFESSIONAL STUDY: IN to AB ,NA,TBA,0,1, to 1,Susanne C. Bieber (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion
